id	title	description	link	image_link	mobile_link	additional_image_link	availability	price	google_product_category	product_type	brand	gtin	mpn	condition	age_group	color	gender	promotion_id	custom_label_0	custom_label_1	custom_label_2	custom_label_3	custom_label_4
manifold_1758146746139240_brnd	Redd Remedies Brain Awakening 3 Pack 120 Capsules	Award-winning Brain Awakening™ from Redd Remedies featuring Magtein®.- 3 Pack / 120 Capsules	https://reddremedies.com/products/brain-awakening%E2%84%A2-3-pack-120-capsules?variant=44073399222410&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BA-120-Bottle-3Pack-Render-0423.0_629dd4f6-f034-4950-82c3-3b651aa16642.webp?v=1702408318			in_stock	175.92 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Redd Remedies Brain Awakening	Redd Remedies		CODE50047						MP	brain awakening			
manifold_1758146746139351_brnd	Redd Remedies Curcumin T4 Capsules - 1 Pack / 60 Capsules	Curcumin T4™ Curcumin C3 Complex from Redd Remedies	https://reddremedies.com/products/curcumin-t4?variant=34271755796618&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CT4-60-Bottle-Render-1223.0.webp?v=1720626334		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CT4-60-SF_Panel-1223.0.jpg?v=1720626341,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CT4-Thumbnails--website_06-2024_callouts_1.png?v=1720191611,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CT4-Thumbnails--website_06-2024_ingredients_1.png?v=1720191611,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CT4-Thumbnails--website_06-2024_how-to-take_1.png?v=1720191611	in_stock	41.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Curcumin T4 Capsules	Redd Remedies		855735001354						single				
manifold_1758146746139217_brnd	Redd Remedies Menopause Support Pack	Menopause Support from Redd Remedies - support your journey through your transition.	https://reddremedies.com/products/menopause-bundle?variant=45749190262922&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_12_2024_BoneHealthAdvanced_MenoWise_MenopauseBundle_006.webp?v=1733497324		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BHA-120-Packshot-Render-0823.0.webp?v=1714502290,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/MW-60-Carton-Render-0923.0.webp?v=1701295388,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/bha-sf-bundles.webp?v=1733498369,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/mw-sf-bundle.webp?v=1733498369	in_stock	78.98 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Menopause Bundle	Redd Remedies								Packs	menopause bundle			
manifold_1758146746139227_brnd	Redd Remedies Brain & Body Stack	Brain & Body Support Stack from Redd Remedies	https://reddremedies.com/products/brain-body-bundle?variant=45624746279050&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/brain-body-bundle.webp?v=1731967892		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_HIW--Thumbnail_brain-body.png?v=1733426150,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BA-120-Packshot-Render-0224.0.webp?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/TE-50-Packshot-Render-1023.0_420d8797-029f-43f6-836f-9d0a67f058a7.webp?v=1749051810,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Bundle-Supp-Facts--Thumbnails_BrainAwakening_51672ed8-f306-4695-a17d-b5513d0accab.webp?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/te-bundles-suppfacts-1023.0_e2057c98-84bb-42c9-93eb-ea5c779d03e3.jpg?v=1749051810	in_stock	98.98 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Brain & Body Bundle	Redd Remedies				adult				Packs				
manifold_1758146746139228_brnd	Redd Remedies Emotional Support Stack	Support your best day with our Emotional Support Stack.	https://reddremedies.com/products/emotional-wellness-bundle?variant=45624738939018&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_11_2024_InJoy_BrainAwakening_AtEasePM_EmotionalWellnessBundle_001.webp?v=1732227019		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_HIW--Thumbnail_emotional.png?v=1733426112,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AEPM-30-Packshot-Render-0124.0.webp?v=1723040859,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BA-120-Packshot-Render-0224.0.webp?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/IJ-60-Packshot-Render-1023.0.png?v=1742500016,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Bundle-Supp-Facts--Thumbnails_AtEasePM_6740f5e6-311a-4230-b50d-ab1464bdd568.webp?v=1713302754,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Bundle-Supp-Facts--Thumbnails_BrainAwakening_51672ed8-f306-4695-a17d-b5513d0accab.webp?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Bundle-Supp-Facts--Thumbnails_In-Joy.webp?v=1706798675	in_stock	141.97 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Emotional Support Bundle	Redd Remedies				adult				Packs	Emotional Support Bundle			
manifold_1758146746139354_brnd	Redd Remedies Children’s Sinus Support™ - 60 Chewable Tablets	Sinus Support™ for the kids from Redd Remedies - 60 Chewable Tablets	https://reddremedies.com/products/childrens-sinus-support?variant=34271751045258&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CS-60-Bottle-Render-1024.0.webp?v=1742823380		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CS-60-Carton-Render-1024.0.webp?v=1742823380,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CS-60-Bottle-Render-1024.0.webp?v=1742823380,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CS-60-SF_Panel-1024.0.webp?v=1742823380,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-Childrens-sinus-Thumbnails--website_04-2024_how-to-takewebp.webp?v=1742823380,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-Childrens-sinus-Thumbnails--website_04-2024_main-callout.webp?v=1742823380,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-Childrens-sinus-Thumbnails--website_04-2024_testimonial.webp?v=1742823380	in_stock	32.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Children’s Sinus Support™	Redd Remedies		85573500107		kids				Single				
manifold_1758146746139226_brnd	Redd Remedies Better Years Bundle	Redd Remedies pack for better years ahead with Heart Strong, Brain Awakening, and Joint Health Advanced.	https://reddremedies.com/products/healthy-aging-bundle?variant=45624749129866&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_03_2025_HeartStrong_JointHealthAdvanced_BrainAwakening_011-sq.webp?v=1741816348		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RESIZEDRR_HIW--Thumbnail_aging.jpg?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/HS-60-Packshot-Render-0724.0.webp?v=1741816466,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/JHA-60-Packshot-Render-0923.0.png?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BA-120-Packshot-Render-0224.0.webp?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/HS-SFP-0724.0.jpg?v=1741816466,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Bundle-Supp-Facts--Thumbnails_JointHealthAdvanced_f8c244bb-02cf-4b7c-b2de-ea54d0330d5a.webp?v=1741816348,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Bundle-Supp-Facts--Thumbnails_BrainAwakening_51672ed8-f306-4695-a17d-b5513d0accab.webp?v=1741816348	in_stock	148.97 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Redd Remedies Bundles	Redd Remedies								Packs				
manifold_1758146746139363_brnd	Redd Remedies Triple Care™ - 60 Capsules	Triple Care™ - 1 bottle 60 Capsules from Redd Remedies	https://reddremedies.com/products/cholesterol-triple-care?variant=34271747178634&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CTC-60-Bottle-Render-0124.0.webp?v=1717442670		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CTC-60-Carton-Render-0124.0.webp?v=1717442670,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CTC-60-Bottle-Render-0124.0.webp?v=1717442670,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/CTC-60-SF_Panel-0124.0.jpg?v=1717442657,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CTC-Thumbnails--website_08-2024_callouts_1.png?v=1726078150,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CTC-Thumbnails--website_08-2024_graphic_1.png?v=1726078176,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CTC-Thumbnails--website_08-2024_how-to-take_1.png?v=1726078149,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-CTC-Thumbnails--website_08-2024-04_1.png?v=1726078150	in_stock	33.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Redd Remedies Triple Care	Redd Remedies		85573500128		adult		unisex		single				
manifold_1758146746139375_brnd	Redd Remedies At Ease PM™ - 30 Caps	At Ease PM™ from Redd Remedies - 1 Bottle with 30 Capsules	https://reddremedies.com/products/at-ease-pm?variant=34271745966218&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AEPM-30-Bottle-Render-0124.0.webp?v=1723040859		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AEPM-30-Carton-Render-0124.0.webp?v=1723040859,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AEPM-30-Bottle-Render-0124.0.webp?v=1723040859,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AEPM-30-SF_Panel-0124.0.jpg?v=1723040852,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-AEPM-Thumbnails--website_04-2024_4c508e90-1bf3-42e6-b7d6-fe6d4296dc95.png?v=1729172416,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_At-Ease-PM_10-2023_842ee8d6-b0ef-44d6-953e-6282a962b7cb.png?v=1729172416,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_Melatonin_09-2022-v2_adeec94f-7336-4263-82c0-cc256a58fdab.png?v=1729172416,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_SLEEP_11-2023_e2c7a620-9c7b-4d83-b400-76d555d89335.png?v=1729172416	in_stock	29.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Redd Remedies At Ease PM	Redd Remedies		855735001156		adult				single				
manifold_1758146746139360_brnd	Redd Remedies Muscle Ease - 1 Pack 60 Capsules	Muscle Ease™ from Redd Remedies - 1 Pack / 60 Capsules	https://reddremedies.com/products/muscle-ease?variant=34271747833994&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/ME-60-Bottle-Render-0424.0.webp?v=1728421957		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/ME-60-Carton-Render-0424.0.webp?v=1728421957,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/ME-60-Bottle-Render-0424.0.webp?v=1728421957,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/ME-60-SF_Panel-0424.0.webp?v=1728421957,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-JHSC-Thumbnails--website_04-2024_soundbite.png?v=1713797506,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_ME-How-To-Take_01-2024.png?v=1713797506,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_ME-callouts_01-2024.png?v=1713797506	in_stock	25.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	MuscleEase	Redd Remedies		85573500104						single				
manifold_1758146746139346_brnd	120/80 Care Redd Remedies - 1 Pack 60 Capsule	Redd Remedies120/80 Care™. 1 Pack / 60 Capsules. A holistic approach that targets all three vital factors involved.	https://reddremedies.com/products/120-80-care?variant=34271749439626&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/120_80-60-Packshot-Render-0623.0.webp?v=1741816466		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/120_80-60-Carton-Render-0623.0.webp?v=1734022430,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/120_80-60-Bottle-Render-0623.0.webp?v=1734022430,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/120_80-60-SF_Panel-0623.0.jpg?v=1734022430,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-120-80-Thumbnails--website_04-2024_callouts.png?v=1734022430,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-120-80-Thumbnails--website_04-2024_graphic.png?v=1734022430,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-120-80-Thumbnails--website_04-2024_how-to-take.png?v=1734022430	in_stock	42.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Redd Remedies120/80 Care™	Redd Remedies		85573500131						Single				
manifold_1758146746139365_brnd	At Ease Redd Remedies - 80 Capsules	Redd Remedies - At Ease - 1 bottle containing 80 Capsules	https://reddremedies.com/products/at-ease?variant=34271747014794&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AE-80-Bottle-Render-1023.0.webp?v=1720626040		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AE-80-Carton-Render-1023.0.webp?v=1720626040,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AE-80-Bottle-Render-1023.0.webp?v=1720626040,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/AE-80-SF_Panel-1023.0.jpg?v=1720626059,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_AE-Thumbnails--website_07-2024_graphic.png?v=1721941696,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_AE-Thumbnails--website_07-2024_how-to-take.png?v=1721941695,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR_AE-Thumbnails--website_07-2024_callouts.png?v=1721941696	in_stock	34.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	At Ease	Redd Remedies		85573500105		adult				single	at ease			
manifold_1758146746139368_brnd	Bone Health Advanced - 1 Pack 120 Capsules	Redd Remedies Bone Health Advanced - 1 Pack containing 120 Capsules	https://reddremedies.com/products/bone-health-advanced?variant=34271746752650&fdzly=brnd	https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BHA-120-Bottle-Render-0924.0.webp?v=1743691369		https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BHA-120-Carton-Render-0924.0.webp?v=1743691369,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BHA-120-Bottle-Render-0924.0.webp?v=1743691369,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/BHA-120-SF_Panel-0924.0.webp?v=1743691369,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-BHA-Thumbnails--website_05-2024_callouts.png?v=1743691369,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-BHA-Thumbnails--website_05-2024_how-to-take.png?v=1743691369,https://cdn.shopify.com/s/files/1/0278/5781/3642/files/RR-BHA-Thumbnails--website_05-2024_testimonial.png?v=1743691369	in_stock	39.99 USD	Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements	Bone Health Advanced	Redd Remedies		88146601120		adult		unisex		single	bone health advanced			
